APMC's,Commodity,Min Price(Price in Rs.),Modal Price(Price in Rs.),Max Price(Price in Rs.)
ADONI,CASTOR SEED,5750,6038,6038
ADONI,SUN FLOWER SEEDS,4251,4251,4251
ADONI,COTTON,4080,7729,7729
ADONI,GROUND NUT,2700,5190,6367
ADONI,ARHAR WHOLE / TUR (RED GRAM),5787,5787,5787
ADONI,COTTON,5380,7729,7729
ADONI,GROUND NUT,3400,5493,5893
ADONI,CASTOR SEED,5750,6038,6038
ADONI,SUN FLOWER SEEDS,2251,3251,4251
ANANTHAPURAMU,MOUSAMBI,300,1400,2653
DENDULURU,LEMON,5000,5000,12000
ELURU,LEMON,6500,8000,12000
ELURU,LEMON,6500,8000,12000
GUNTUR,CHILLI- ARMOUR,6000,9500,10000
GUNTUR,CHILLI-4884,7500,9500,14000
GUNTUR,CHILLI-334,4000,10000,14000
GUNTUR,CHILLI-DEVANURU DELUX,7000,11000,13000
GUNTUR,CHILLI BADIGA,10000,10600,11500
GUNTUR,CHILLI-4884,7500,9500,14000
GUNTUR,CHILLI-TEJA,4000,12500,14500
GUNTUR,CHILLI- ARMOUR,9500,10000,10000
GUNTUR,CHILLI-341,10000,13000,14000
GUNTUR,CHILLI-DEVANURU DELUX,7000,11000,13000
GUNTUR,CHILLI-341,7000,13000,14000
GUNTUR,CHILLI-BADIGI A/C,10500,10500,10500
GUNTUR,CHILLI-TEJA,4000,11000,14500
GUNTUR,CHILLI-TEJA,4000,12500,14500
GUNTUR,CHILLI-SUPER10,11000,11000,11000
GUNTUR,CHILLI BANGARAM,10200,10200,10200
GUNTUR,CHILLI-TEJA,6700,13300,14000
GUNTUR,CHILLI-273,8200,12500,12500
GUNTUR,CHILLI BADIGA,6000,8000,21000
GUNTUR,CHILLI-341,7000,12300,14600
GUNTUR,CHILLI-273,8200,12500,12500
GUNTUR,CHILLI-5,8000,9500,14500
GUNTUR,CHILLI-341,7000,12300,14600
GUNTUR,CHILLI-SUPER10,11000,11000,11000
GUNTUR,CHILLI BADIGA,7000,8000,11500
GUNTUR,CHILLI-334,8000,10600,13500
GUNTUR,CHILLI-5,8000,9500,14500
GUNTUR,CHILLI-THAALU,2000,6000,13500
GUNTUR,CHILLI-334,5000,8000,13500
GUNTUR,CHILLI-5,11500,11500,11500
GUNTUR,CHILLI-SUPER10,11000,11000,11000
GUNTUR,CHILLI-DEVANURU DELUX,11000,13000,13000
GUNTUR,CHILLI-DEVANURU DELUX,11000,11000,12000
GUNTUR,CHILLI-THAALU,3500,6700,12200
GUNTUR,CHILLI-THAALU,2000,6000,13500
GUNTUR,CHILLI BADIGA,6000,8000,21000
GUNTUR,CHILLI-SUPER10 A/C,10500,10500,10500
GUNTUR,CHILLI- ARMOUR,6000,9500,10000
GUNTUR,CHILLI-THAALU,4000,6800,12200
GUNTUR,CHILLI-334,4000,10000,14000
KADAPA,GROUND NUT,6101,6101,6101
KALIKIRI,TOMATO,950,1160,1330
MADANAPALLE,TOMATO,800,1000,2300
PALAMANER,CABBAGE,1000,1000,1000
PALAMANER,BEANS -CLUSTER,5000,5000,5000
PALAMANER,POTATO,1500,1600,1600
PALAMANER,TOMATO,1000,1200,1200
PALAMANER,BRINJAL,2500,2500,2500
PALAMANER,CAULIFLOWER,1000,1100,1100
PALAMANER,GREEN CHILLI,3000,5000,5000
PALAMANER,RIDGE GOURD (TURAI),1500,1700,1700
PIDUGURALLA,CHILLI-334,8600,9500,12000
PIDUGURALLA,CHILLI-TEJA,9000,12000,13000
PIDUGURALLA,CHILLI-TEJA,9000,12100,12900
PIDUGURALLA,CHILLI-334,8000,11500,12000
PUNGANUR,TOMATO,1000,1070,1140
TENALI,LEMON,8500,8540,11000
CHANDIGARH SECTOR-26,POMEGRANATE,14000,14000,14000
CHANDIGARH SECTOR-26,GINGER,3300,3400,4100
CHANDIGARH SECTOR-26,ONION,1600,2000,2050
CHANDIGARH SECTOR-26,APPLE,5500,13000,13000
CHANDIGARH SECTOR-26,GARLIC,4500,5600,6100
CHANDIGARH SECTOR-26,LEMON,6400,6500,8000
CHANDIGARH SECTOR-26,POTATO,380,450,600
AMBIKAPUR,PADDY-MAHAMAYA,2305,2305,2305
BEMETARA,WHEAT,2100,2350,2450
BHATAPARA,PADDY-VISHNUBHOG,5700,5870,5871
BHATAPARA,PADDY COMMON,2185,2811,2960
BHATAPARA,WHEAT,2250,2465,2465
KATGHORA,PADDY,2150,2150,2150
KAWARADHA,WHEAT,2260,2386,2386
KAWARADHA,LAKH/TEORA,4030,4030,4030
KAWARADHA,CHANA (BENGAL GRAM),3903,5460,5573
KAWARADHA,CHANA (BENGAL GRAM),3903,5481,5481
KAWARADHA,WHEAT,2260,2394,2394
KAWARADHA,LAKH/TEORA,3971,3971,4030
MUNGELI,CHANA (BENGAL GRAM),5630,5630,5630
MUNGELI,PADDY-MAHAMAYA,2370,2550,2550
MUNGELI,CHANA (BENGAL GRAM),5290,5630,5660
MUNGELI,WHEAT,2340,2340,2340
MUNGELI,WHEAT,2290,2380,2390
NAVAPARA,SWARNA PADDY,2150,2258,2268
NAVAPARA,PADDY-MTU 1010,2200,2238,2240
NAVAPARA,PADDY-MAHAMAYA,2230,2230,2254
RAIPUR,PADDY-MAHAMAYA,1800,1800,2208
RAIPUR,PADDY-MTU 1010,2216,2236,2236
RAIPUR,SWARNA PADDY,1800,2200,2200
RAIPUR,PADDY-MAHAMAYA,1850,2000,2208
RAIPUR,SWARNA PADDY,1800,2200,2200
RAJIM,PADDY SAMBA MASURI,2000,2388,2402
RAJIM,SWARNA PADDY,1920,2250,2260
RAJIM,PADDY-1008,1251,2225,2237
RAJNANDGAON,PADDY-BPT,2350,2350,2350
RAJNANDGAON,PADDY-SWARNAMASOORI,2090,2090,2090
RAJNANDGAON,SOYABEANS,4051,4051,4051
RAJNANDGAON,LAKH/TEORA,4075,4221,4230
RAJNANDGAON,PEAS GREEN ,4700,4801,4801
RAJNANDGAON,PADDY-MAHAMAYA,1750,2575,2575
RAJNANDGAON,WHEAT,2390,2770,2770
RAJNANDGAON,CHANA (BENGAL GRAM),5350,5500,5681
RAJNANDGAON,MASOOR,5600,5615,5630
SARAIPALI,PADDY-MTU1001,2045,2065,2095
BHABHAR,CASTOR SEED,6000,6237,6240
BHARUCH,POTATO,1550,1800,1800
BHARUCH,ONION,1750,1850,1900
BHARUCH,GARLIC,1550,1550,1600
BHILODA,WHEAT,2411,2540,2780
BHILODA,MAIZE,2425,2425,2425
BHILODA,CASTOR SEED,6020,6020,6020
BODELI,COTTON,7001,7300,7401
CHIKHLI APMC,CHIKOOS,1800,2470,4290
CHOTILA APMC,COTTON,6500,6500,6750
CHOTILA APMC,CUMMIN,17500,17500,17500
CHOTILA APMC,WHEAT,2450,2450,2700
CHOTILA APMC,CHANA (BENGAL GRAM),4650,4650,4650
CHOTILA APMC,TURMERIC ATTU,6450,6450,6450
DHANERA,MUSTARD,5180,5250,5430
FATEHPURA APMC,CHANA (BENGAL GRAM) ,5310,5310,5310
HALVAD,CUMMIN,18596,19636,19656
IDAR APMC,CHANA (BENGAL GRAM),6900,10675,10845
JETPUR,WHEAT,2280,2510,2585
MAHEMDAVAD,WHEAT,2450,2450,2450
MAHUVA,ONION WHITE,2203,2262,2358
MAHUVA APMC GJ,POINTED GOURD (PARWAL),3400,3500,3500
MAHUVA APMC GJ,POINTED GOURD (PARWAL),3400,3450,3450
MAHUVA APMC GJ,LADY FINGER,2250,2250,2250
MORBI,CASTOR SEED,5800,5850,5850
MORBI,WHITE-GINGELY,8870,8870,8870
MORBI,COTTON,7225,7225,7225
MORBI,MUSTARD,5200,5200,5200
MORBI,CHANA (BENGAL GRAM) ,4950,4950,4950
PANTHAWADA,MUSTARD,5595,5595,5595
PAVI-JETPUR,COTTON,6540,6575,6780
PAVI-JETPUR,COTTON,6540,6575,6790
PORBANDAR,GROUND NUT,4210,4270,4270
PORBANDAR,CUMMIN,18350,19700,19700
PORBANDAR,WHEAT,2480,2480,2480
PORBANDAR,CORIANDAR,6485,6750,6750
SANAND,WHEAT,2255,2460,2805
SANAND,WHEAT,2255,2460,2805
SANJELI APMC,MAIZE,2550,2600,2600
SANJELI APMC,WHEAT,2400,2400,2450
SANJELI APMC,PADDY,2550,2550,2600
SANJELI APMC,CHANA (BENGAL GRAM),5200,5350,5350
SAVARKUNDLA,CHANA (BENGAL GRAM),5200,5295,5295
SIDDHPUR,CASTOR SEED,6300,6300,6300
VALSAD,CHIKOOS,2150,2250,2500
VISNAGAR,CASTOR SEED,6005,6070,6215
ADAMPUR,AMERICAN-COTTON,6750,7350,7401
ADAMPUR,AMERICAN-COTTON,6750,7350,7401
ADAMPUR,AMERICAN-COTTON,6750,7325,7401
ADAMPUR,GUAR SEEDS,4250,4920,4951
ADAMPUR,GUAR SEEDS,4250,4920,4951
ADAMPUR,BARLEY (JAU),1900,1950,1950
ADAMPUR,BARLEY (JAU),1900,1950,1950
ADAMPUR,BARLEY (JAU),1900,1950,1950
ADAMPUR,MUSTARD,5000,5630,5836
ADAMPUR,MUSTARD,5000,5630,5836
ADAMPUR,GUAR SEEDS,4250,4920,4951
BARWALA HISAR,BRINJAL,1000,1500,1500
BARWALA HISAR,APPLE,9000,9000,10000
BARWALA HISAR,CAPSICUM,2000,2000,2000
BARWALA HISAR,GRAPES,5000,6000,6500
BARWALA HISAR,CORIANDER LEAVES,1000,1000,1000
BARWALA HISAR,MANGO,7500,7500,7500
BARWALA HISAR,LADY FINGER,6000,6000,6000
BARWALA HISAR,PLUM,2400,2500,2500
BARWALA HISAR,POTATO,800,1000,1000
BARWALA HISAR,WATER MELON,1500,1500,1800
BARWALA HISAR,RADDISH,700,700,750
BARWALA HISAR,PEAS GREEN ,3000,3000,3000
BARWALA HISAR,TOMATO,800,800,8000
BARWALA HISAR,MUSTARD,5501,5700,5750
BARWALA HISAR,SWEET LEMON (MOSAMBI),3500,3500,3500
BARWALA HISAR,BOTTLE GOURD,1000,1000,1100
BARWALA HISAR,AMERICAN-COTTON,6411,7340,7485
BARWALA HISAR,AMERICAN-COTTON,6411,7340,7485
BARWALA HISAR,CABBAGE,700,700,800
BARWALA HISAR,CHIKOOS,4000,4000,4000
BARWALA HISAR,CAULIFLOWER,700,700,700
BARWALA HISAR,GUAVA,4000,5000,5000
BARWALA HISAR,CUCUMBER,1000,1000,1700
BARWALA HISAR,ORANGE,7000,7000,7000
BARWALA HISAR,ONION,1000,1000,1000
BARWALA HISAR,POMEGRANATE,11000,12000,12000
BARWALA HISAR,PUMPKIN,700,700,1000
BARWALA HISAR,MUSTARD,5501,5700,5750
BARWALA HISAR,SPINACH (PALAK),1000,1000,1000
BARWALA HISAR,GARLIC,7000,7000,7000
BARWALA HISAR,BITTER GOURD,2500,2500,2500
BARWALA HISAR,PADDY-BASMATI1121,3251,4100,4100
BARWALA HISAR,PADDY-BASMATI1121,3251,4100,4100
BARWALA PANCHKULA APMC,TOMATO,1000,1000,1000
BARWALA PANCHKULA APMC,BRINJAL,1000,1000,1200
BARWALA PANCHKULA APMC,CAPSICUM,2000,2000,2000
BARWALA PANCHKULA APMC,CAULIFLOWER,600,800,1000
BARWALA PANCHKULA APMC,FRENCH BEAN,4000,4000,4000
BARWALA PANCHKULA APMC,LADY FINGER,4000,4000,4000
BARWALA PANCHKULA APMC,ONION,1400,1500,1500
BARWALA PANCHKULA APMC,PUMPKIN,500,600,800
BARWALA PANCHKULA APMC,CORIANDAR,1000,1000,1000
BARWALA PANCHKULA APMC,SPINACH (PALAK),1000,1000,1000
BARWALA PANCHKULA APMC,BOTTLE GOURD,500,500,800
BARWALA PANCHKULA APMC,CABBAGE,400,400,500
BARWALA PANCHKULA APMC,CARROT,1200,1200,1200
BARWALA PANCHKULA APMC,CUCUMBER,1000,1000,1500
BARWALA PANCHKULA APMC,GREEN CHILLI,4000,5000,5000
BARWALA PANCHKULA APMC,LEMON,8000,8000,8000
BARWALA PANCHKULA APMC,POTATO,600,600,800
BARWALA PANCHKULA APMC,PEAS GREEN ,4000,4000,4000
BARWALA PANCHKULA APMC,RADDISH,500,500,500
BARWALA PANCHKULA APMC,GINGER,5000,5000,5000
CH DADRI,BARLEY (JAU),2071,2071,2071
CHHACHHRAULI,CABBAGE,600,600,600
CHHACHHRAULI,CUCUMBER,1200,1200,3000
CHHACHHRAULI,FENUGREEK (HARI METHI),1000,1000,1000
CHHACHHRAULI,POTATO,800,1500,1500
CHHACHHRAULI,RADDISH,800,800,800
CHHACHHRAULI,TOMATO,1000,1000,1200
CHHACHHRAULI,BOTTLE GOURD,500,700,700
CHHACHHRAULI,CAULIFLOWER,600,600,700
CHHACHHRAULI,GREEN CHILLI,4500,4500,4500
CHHACHHRAULI,ONION,1800,1800,2500
CHHACHHRAULI,PUMPKIN,600,600,700
CHHACHHRAULI,SPINACH (PALAK),600,600,600
DABWALI,CUCUMBER,700,1000,2500
DABWALI,GUAVA,3000,5582,5582
DABWALI,LEMON,15000,15000,15000
DABWALI,MANGO,9000,12577,12577
DABWALI,PUMPKIN,700,800,1465
DABWALI,PINE APPLE,2500,2500,2500
DABWALI,SPINACH (PALAK),600,600,600
DABWALI,GREEN GRAM,700,800,800
DABWALI,SQUASH,600,800,1000
DABWALI,GINGER,7375,7375,7375
DABWALI,TOMATO,900,1000,1347
DABWALI,CABBAGE,350,500,500
DABWALI,CARROT,500,600,600
DABWALI,BER,1800,2000,2500
DABWALI,CORIANDER LEAVES,1800,1800,1800
DABWALI,GRAPES,5000,7647,9000
DABWALI,GREEN CHILLI,2500,2500,4766
DABWALI,KINNOW,4000,4000,4000
DABWALI,POTATO,400,703,900
DABWALI,ORANGE,6000,6750,6750
DABWALI,RADDISH,800,800,800
DABWALI,MUSTARD,5395,5430,5785
DABWALI,SPRING ONION,1800,1800,1800
DABWALI,GARLIC,6000,6000,6000
DABWALI,TINDA,700,1200,1200
DABWALI,BRINJAL,1000,1200,1200
DABWALI,CAPSICUM,1500,1500,2366
DABWALI,APPLE,8000,15260,15260
DABWALI,CAULIFLOWER,500,600,1000
DABWALI,CHIKOOS,3500,3848,4000
ELLANABAD,CAPSICUM,1000,1300,2000
ELLANABAD,MANGO,10000,10000,10000
ELLANABAD,CORIANDER LEAVES,1200,1200,2000
ELLANABAD,MUSK MELON,800,800,800
ELLANABAD,GREEN CHILLI,2000,2000,3000
ELLANABAD,PINE APPLE,4500,4500,6000
ELLANABAD,ONION,1000,1000,1200
ELLANABAD,WATER MELON,1100,1500,2000
ELLANABAD,PUMPKIN,600,700,700
ELLANABAD,GREEN GRAM LOCAL,900,900,3000
ELLANABAD,TOMATO,700,1000,1600
ELLANABAD,GINGER,4000,4000,4200
ELLANABAD,AMERICAN-COTTON,7400,7400,7410
ELLANABAD,BOTTLE GOURD,500,800,1600
ELLANABAD,BANANA,3000,3300,3300
ELLANABAD,CABBAGE,400,400,1500
ELLANABAD,GRAPES,5000,5500,6500
ELLANABAD,CAULIFLOWER,600,1200,2000
ELLANABAD,MANGO RAW,5000,5000,5000
ELLANABAD,CUCUMBER,1000,1500,2000
ELLANABAD,PAPAYA,3000,3000,3000
ELLANABAD,LEMON,6000,6000,7000
ELLANABAD,POMEGRANATE,9000,9000,9000
ELLANABAD,POTATO,400,600,700
ELLANABAD,GUAR SEEDS,4595,4595,4595
ELLANABAD,TINDA,1500,1500,1500
ELLANABAD,GARLIC,4500,4500,7000
ELLANABAD,BARLEY (JAU),1890,1983,1992
ELLANABAD,SWEET LEMON (MOSAMBI),4500,4500,4500
ELLANABAD,APPLE,10000,10000,10000
ELLANABAD,BRINJAL,2500,2500,2500
ELLANABAD,CHIKOOS,3500,3500,3500
FATEHABAD,MUSTARD WHITE SEEDS,5870,5870,5870
FATEHABAD,MUSTARD WHITE SEEDS,5870,5870,5870
GURGAON,APPLE,7500,8655,9000
GURGAON,ONION,1655,1856,2000
GURGAON,GRAPES,5655,7000,7000
GURGAON,TOMATO,1255,1255,1255
GURGAON,MUSK MELON,2000,2000,2000
GURGAON,POMEGRANATE,6000,6000,8655
GURGAON,BITTER GOURD,2655,2655,3000
GURGAON,BOTTLE GOURDE,1000,1100,1100
GURGAON,CABBAGE,955,955,955
GURGAON,CAULIFLOWER,865,1200,1200
GURGAON,BHINDI (LADIES FINGER),3000,3000,3000
GURGAON,BANANA,2022,2022,2022
GURGAON,POTATO,1100,1255,1258
GURGAON,MANGO,9500,9500,9500
GURGAON,ORANGE,5000,5000,5655
GURGAON,WATER MELON,1258,1455,1455
GURGAON,BOTTLE GOURD,1255,1255,1255
GURGAON,BRINJAL,1600,1600,1600
GURGAON,CAPSICUM,2855,3000,3000
GURGAON,CUCUMBER,1000,1655,1655
HANSI,BITTER GOURD,3000,4000,5000
HANSI,SPINACH (PALAK),1000,1500,1500
HANSI,CHIKOOS,3000,3000,8000
HANSI,BRINJAL,1000,1000,1500
HANSI,TOMATO,1000,1000,1500
HANSI,GUAVA,5000,5000,5000
HANSI,CAPSICUM,2000,3000,3000
HANSI,MANGO RAW,8000,8000,8000
HANSI,CAULIFLOWER,400,800,800
HANSI,ORANGE,6000,6000,8000
HANSI,CUCUMBER,1000,1000,2500
HANSI,POMEGRANATE,10000,12000,12000
HANSI,LADY FINGER,6000,7000,8000
HANSI,MUSTARD,5500,5500,5660
HANSI,ONION,1500,1500,2500
HANSI,MUSTARD,5500,5500,5660
HANSI,GARLIC,6000,6000,10000
HANSI,PUMPKIN,800,1500,1500
HANSI,PADDY-BASMATI1121,4100,4120,4120
HANSI,MOUSAMBI,3000,3500,3500
HANSI,RIDGE GOURD (TURAI),4000,4000,4000
HANSI,BER,1500,2500,3500
HANSI,BOTTLE GOURD,1000,1000,1500
HANSI,TINDA,400,500,600
HANSI,GRAPES,6000,8000,10000
HANSI,CABBAGE,400,400,600
HANSI,MANGO,9000,9000,10000
HANSI,CARROT,1000,1000,1000
HANSI,MUSK MELON,3000,3000,5000
HANSI,ARBI (COLACASIA),10000,10000,10000
HANSI,PINE APPLE,3500,3500,3500
HANSI,FRENCH BEAN,6000,6000,6000
HANSI,WATER MELON,2000,2000,2500
HANSI,LEMON,6000,7000,10000
HANSI,PEAS GREEN ,3000,3000,3500
HANSI,POTATO,1000,1000,3500
HANSI,GINGER,4000,5000,6000
HANSI,RADDISH,2000,2000,2000
HANSI,APPLE,10000,10000,12000
HISAR APMC,COTTON,7300,7300,7300
JAGADHRI APMC,ORANGE,3800,3800,4200
JAGADHRI APMC,PEAS GREEN ,2500,3300,3300
JAGADHRI APMC,CABBAGE,200,200,200
JAGADHRI APMC,CUCUMBER,1000,1500,1500
JAGADHRI APMC,ONION,1570,1800,1955
JAGADHRI APMC,PUMPKIN,600,600,600
JAGADHRI APMC,BANANA,2200,2200,2200
JAGADHRI APMC,MANGO,7000,7000,7000
JAGADHRI APMC,WATER MELON,1200,1200,1200
JAGADHRI APMC,BOTTLE GOURD,500,800,800
JAGADHRI APMC,CARROT,1400,1400,1400
JAGADHRI APMC,LEMON,6300,6300,6300
JAGADHRI APMC,POTATO,620,800,890
JAGADHRI APMC,TOMATO,590,805,1000
JAGADHRI APMC,APPLE,8500,8500,8500
JAGADHRI APMC,GRAPES,3500,3500,3500
JIND,MUSTARD,5200,5545,5950
JULANA,PADDY-BASMATI1121,2500,2730,4050
KARNAL,GRAPES,6000,6000,6000
KARNAL,GREEN CHILLI,4200,5000,5000
KARNAL,MANGO,9000,9000,9000
KARNAL,ONION,2000,2000,2000
KARNAL,WATER MELON,1500,2200,2200
KARNAL,POTATO,600,600,800
KARNAL,PEAS GREEN ,1400,2000,3000
KARNAL,RADDISH,900,1000,1000
KARNAL,GARLIC,4500,9000,10000
KARNAL,TOMATO,500,600,900
KARNAL,BOTTLE GOURD,900,1200,1200
KARNAL,CABBAGE,395,400,400
KARNAL,CARROT,850,1000,1000
KARNAL,BANANA,2200,3000,3000
KARNAL,CUCUMBER,1200,1800,1800
KARNAL,GUAVA,5000,5000,5000
KARNAL,FENUGREEK (HARI METHI),950,1000,1000
KARNAL,ORANGE,7000,7000,7000
KARNAL,ONION WHITE,1400,1400,1400
KARNAL,MUSTARD,5000,5000,5550
KARNAL,PUMPKIN,800,800,800
KARNAL,CORIANDAR,1300,1400,1400
KARNAL,SPINACH (PALAK),500,600,600
KARNAL,BITTER GOURD,900,900,1200
KARNAL,BRINJAL,900,1000,1000
KARNAL,CAPSICUM,1200,2000,2000
KARNAL,CAULIFLOWER,520,600,900
PANIPAT,CAULIFLOWER,450,650,700
PANIPAT,CUCUMBER,550,700,700
PANIPAT,LADY FINGER,650,750,750
PANIPAT,MANGO,5500,5500,5500
PANIPAT,APPLE -RICH RED LARGE,3500,3500,3500
PANIPAT,POTATO,800,850,1200
PANIPAT,ORANGE,1500,1500,1500
PANIPAT,BER,800,900,1000
PANIPAT,RADDISH,650,650,650
PANIPAT,PEAS GREEN ,600,700,700
PANIPAT,SPONGE GOURD,600,600,600
PANIPAT,BOTTLE GOURD,550,650,650
PANIPAT,TINDA,650,700,700
PANIPAT,CABBAGE,500,500,650
PANIPAT,CARROT,750,750,750
PANIPAT,ARBI (COLACASIA),650,650,650
PANIPAT,GREEN CHILLI,700,700,700
PANIPAT,GRAPES,1200,1200,1500
PANIPAT,ONION,800,800,800
PANIPAT,MUSK MELON,900,900,1000
PANIPAT,BANANA,2100,2200,2400
PANIPAT,PUMPKIN,600,700,700
PANIPAT,WATER MELON,800,850,1000
PANIPAT,SPINACH (PALAK),400,400,450
PANIPAT,BITTER GOURD,550,650,650
PANIPAT,SPRING ONION,650,650,650
PANIPAT,BRINJAL,600,650,650
PANIPAT,TOMATO,300,450,450
PANIPAT,CAPSICUM,600,600,650
PEHOWA,PUMPKIN,1300,1300,1300
PEHOWA,ORANGE,6000,6000,6000
PEHOWA,CAULIFLOWER,500,500,1300
PEHOWA,TOMATO,1500,1600,1600
PEHOWA,CARROT,1500,1500,1500
PEHOWA,POTATO,410,415,420
PEHOWA,TOMATO,1500,1500,1600
PEHOWA,APPLE -RICH RED LARGE,8000,8000,8000
PEHOWA,PEAS GREEN ,1800,1800,1800
PEHOWA,ONION,1600,1600,1700
PEHOWA,CAULIFLOWER,500,500,1300
PUNDRI,PEAS GREEN ,3000,3000,3200
PUNDRI,CABBAGE,400,500,500
PUNDRI,BANANA AMRUTHAPANI,2300,2300,2300
PUNDRI,CAULIFLOWER,500,600,600
PUNDRI,CABBAGE,500,500,500
PUNDRI,FENUGREEK (HARI METHI),1000,1100,1200
PUNDRI,CAULIFLOWER,600,600,600
PUNDRI,SPINACH (PALAK),800,800,800
PUNDRI,FENUGREEK (HARI METHI),1100,1200,1200
PUNDRI,POTATO SWEET,500,500,600
PUNDRI,TOMATO,500,500,600
PUNDRI,BANANA AMRUTHAPANI,2300,2400,2500
PUNDRI,GRAPES,4500,4500,4500
PUNDRI,POMEGRANATE,9000,9000,9000
PUNDRI,BOTTLE GOURD,900,900,900
PUNDRI,CAPSICUM,1200,1300,1300
PUNDRI,BER,1200,1200,1200
PUNDRI,CUCUMBER,1000,1000,1100
PUNDRI,CAPSICUM,1200,1200,1200
PUNDRI,ONION,1500,1800,1800
PUNDRI,CUCUMBER,1100,1100,1100
PUNDRI,SQUASH,800,800,800
PUNDRI,SPINACH (PALAK),800,800,800
PUNDRI,APPLE,9500,9500,9500
PUNDRI,TOMATO,500,600,600
PUNDRI,CHIKOOS,3500,3500,3500
PUNDRI,ORANGE,4000,4000,4000
ROHTAK,BROCCOLI,1200,1200,1200
ROHTAK,SPRING ONION,1000,1000,1000
ROHTAK,MANGO,7000,7000,7000
ROHTAK,CAPSICUM,1500,1500,1500
ROHTAK,TOMATO,300,700,1000
ROHTAK,CAULIFLOWER,300,400,600
ROHTAK,ORANGE,1500,4000,4000
ROHTAK,CORIANDER LEAVES,700,1500,1500
ROHTAK,PINE APPLE,2500,2500,3500
ROHTAK,LADY FINGER,1500,1500,1500
ROHTAK,PEAS GREEN ,3000,3000,3000
ROHTAK,FENUGREEK (HARI METHI),800,800,800
ROHTAK,GINGER,1000,1000,5000
ROHTAK,POTATO,500,700,900
ROHTAK,APPLE,8000,8000,10000
ROHTAK,BITTER GOURD,1000,3000,3000
ROHTAK,RADDISH,300,500,500
ROHTAK,BER,500,500,2000
ROHTAK,BRINJAL,1000,1000,1500
ROHTAK,SPONGE GOURD,2500,2500,2500
ROHTAK,GUAVA,800,800,1000
ROHTAK,CABBAGE,300,300,500
ROHTAK,TINDA,500,600,1000
ROHTAK,CARROT,300,400,400
ROHTAK,MUSK MELON,1500,1500,3000
ROHTAK,ARBI (COLACASIA),3500,3500,3500
ROHTAK,PEAR,10000,10000,10000
ROHTAK,CUCUMBER,300,800,1000
ROHTAK,WATER MELON,1000,1200,1500
ROHTAK,LEMON,3000,3000,6000
ROHTAK,GARLIC,4000,4000,4000
ROHTAK,ONION,800,800,800
ROHTAK,BEETROOT,700,700,700
ROHTAK,PUMPKIN,300,300,3000
ROHTAK,BANANA,2000,2000,2000
ROHTAK,BOTTLE GOURD,500,500,700
ROHTAK,SPINACH (PALAK),400,400,1000
ROHTAK,GRAPES,1500,3500,3500
SAFIDON,MUSTARD,5573,5821,6925
SAFIDON,PADDY-BASMATI1121,5719,5719,5719
SHAHZADPUR APMC,TOMATO,800,800,1000
SHAHZADPUR APMC,BOTTLE GOURD,600,700,700
SHAHZADPUR APMC,CARROT,1000,1000,1000
SHAHZADPUR APMC,CUCUMBER,750,1200,1200
SHAHZADPUR APMC,ONION,1000,1000,1500
SHAHZADPUR APMC,PUMPKIN,600,600,600
SHAHZADPUR APMC,PEAS GREEN ,2000,2000,4000
SHAHZADPUR APMC,CAPSICUM,1500,1500,1500
SHAHZADPUR APMC,CAULIFLOWER,500,500,1000
